,text,target,out_text,new_out
47,San Francisco today.  Any suggestions?,2,[0.04270316 0.8552068  0.10209002],0
52,On my way to see Star Trek @ The Esquire.,2,[0.04275596 0.03230543 0.9249386 ],2
53,Going to see star trek soon with my dad.,2,[0.11978664 0.07901964 0.8011937 ],2
55,Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50,2,[0.08843453 0.12949085 0.7820746 ],2
61,playing with cURL and the Twitter API,2,[0.12963559 0.13161278 0.7387516 ],2
63,playing with Java and the Twitter API,2,[0.08696714 0.14355971 0.7694732 ],2
69,"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding",2,[0.08900538 0.11303647 0.7979582 ],2
70,"'Next time, I'll call myself Nike'",2,[0.10488918 0.16024959 0.73486125],2
71,New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT,2,[0.17147623 0.16877653 0.65974724],2
75,"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.",2,[0.0457757  0.01436884 0.9398554 ],2
76,"Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t",2,[0.08140647 0.05189691 0.86669666],2
83,"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9",2,[0.08091275 0.04578861 0.87329865],2
84,New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo,2,[0.13667238 0.09166794 0.77165973],2
107,jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631,2,[0.07897216 0.04376189 0.87726593],2
117,At GWT fireside chat @googleio,2,[0.08499999 0.03552856 0.8794714 ],2
120,"Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8",2,[0.07812098 0.04704848 0.8748305 ],2
122,"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz",2,[0.09358583 0.03779364 0.8686205 ],2
126,going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin,2,[0.06607765 0.05239949 0.8815228 ],2
128,Just saw the new Night at the Museum movie...it was...okay...lol 7\10,2,[0.1100426  0.16746752 0.72248995],2
129,Going to see night at the museum 2 with tall boy,2,[0.086202   0.12649949 0.7872985 ],2
134,I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.,2,[0.11522354 0.15760729 0.7271692 ],2
135,Taking Katie to see Night at the Museum.  (she picked it),2,[0.08395623 0.13756135 0.7784824 ],2
137,GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv,2,[0.16704236 0.30635783 0.52659976],2
153,Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk),2,[0.1467159  0.25837997 0.5949042 ],2
155,"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3",2,[0.09899834 0.16340008 0.7376016 ],2
156,"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",2,[0.47745997 0.01577338 0.5067666 ],2
157,myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba,2,[0.28717178 0.06930033 0.64352787],2
158,"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv",2,[0.12565784 0.08537797 0.78896415],2
159,http://xi.gs/04FO GM CEO: China will continue to be key partner,2,[0.20290673 0.12073299 0.6763603 ],2
160,RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu,2,[0.19009939 0.05435842 0.75554216],2
163,Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?,2,[0.41463265 0.06542847 0.5199389 ],2
166,@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml,2,[0.35746297 0.08474957 0.5577875 ],2
171,NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx,2,[0.17769769 0.09576715 0.72653514],2
172,just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR,2,[0.04841538 0.02049035 0.9310942 ],2
173,Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.,2,[0.0782657  0.09212953 0.82960474],2
174,Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,2,[0.07061471 0.10971788 0.8196674 ],2
175,waiting in line at safeway.,2,[0.08946471 0.10177357 0.8087618 ],2
177,Did not realize there is a gym above Safeway!,2,[0.1457284  0.11402106 0.7402505 ],2
178,"@XPhile1908 I have three words for you: ""Safeway dot com""",2,[0.11879109 0.14134371 0.7398652 ],2
180,Bout to hit safeway I gotta eat,2,[0.10883344 0.12456509 0.7666015 ],2
181,Jake's going to safeway!,2,[0.20252278 0.21828543 0.57919174],2
182,Found a safeway. Picking up a few staples.,2,[0.2590495  0.02236632 0.7185842 ],2
183,Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,2,[0.3961454  0.11730065 0.4865539 ],2
186,Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,2,[0.31801018 0.09285177 0.58913803],2
187,Is Eating and Watching Movies....,2,[0.30951107 0.16349457 0.5269944 ],2
0,"@stellargirl I loooooooovvvvvveee my Kindle2. Not that the DX is cool, but the 2 is fantastic in its own right.",4,[0.38383865 0.1830695  0.43309185],2
1,Reading my kindle2...  Love it... Lee childs is good read.,4,[0.33065256 0.08183507 0.5875123 ],2
2,"Ok, first assesment of the #kindle2 ...it fucking rocks!!!",4,[0.41575855 0.14730527 0.43693626],2
3,@kenburbary You'll love your Kindle2. I've had mine for a few months and never looked back. The new big one is huge! No need for remorse! :),4,[0.2653862  0.15005407 0.58455974],2
4,@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :),4,[0.09363753 0.01638038 0.8899821 ],2
5,@richardebaker no. it is too big. I'm quite happy with the Kindle2.,4,[0.10909328 0.07828971 0.812617  ],2
7,Jquery is my new best friend.,4,[0.21289618 0.06776388 0.7193399 ],2
8,Loves twitter,4,[0.1641387  0.1681953  0.66766596],2
9,how can you not love Obama? he makes jokes about himself.,4,[0.28837857 0.12847592 0.5831455 ],2
12,"House Correspondents dinner was last night whoopi, barbara &amp; sherri went, Obama got a standing ovation",4,[0.19862083 0.1215331  0.67984605],2
13,Watchin Espn..Jus seen this new Nike Commerical with a Puppet Lebron..sh*t was hilarious...LMAO!!!,4,[0.14455205 0.09098995 0.764458  ],2
15,"#lebron best athlete of our generation, if not all time (basketball related) I don't want to get into inter-sport debates about   __1/2",4,[0.1173446  0.09376106 0.78889436],2
17,i love lebron. http://bit.ly/PdHur,4,[0.05406012 0.01740992 0.92853   ],2
19,@Pmillzz lebron IS THE BOSS,4,[0.05392293 0.05168023 0.89439684],2
20,"@sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol",4,[0.10191827 0.04327096 0.8548108 ],2
21,lebron and zydrunas are such an awesome duo,4,[0.14748378 0.06931014 0.7832061 ],2
22,@wordwhizkid Lebron is a beast... nobody in the NBA comes even close.,4,[0.2181949  0.06181576 0.71998936],2
23,downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.,4,[0.07973614 0.03623946 0.8840244 ],2
24,"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",4,[0.06279121 0.04593903 0.8912698 ],2
25,http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson),4,[0.26732108 0.25595292 0.47672594],2
26,In montreal for a long weekend of R&amp;R. Much needed.,4,[0.09891871 0.02308022 0.87800115],2
27,Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv,4,[0.2283137  0.07950254 0.69218373],2
28,[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP,4,[0.36649042 0.07899348 0.55451614],2
29,"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.",4,[0.18662712 0.14277792 0.670595  ],2
32,"@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT.",4,[0.1974761  0.09553985 0.7069841 ],2
38,RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR,4,[0.20257145 0.06865276 0.7287758 ],2
39,"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",4,[0.23487747 0.15381093 0.6113117 ],2
40,"I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)",4,[0.14037248 0.07669276 0.78293484],2
41,is going to sleep then on a bike ride:],4,[0.03550425 0.0407456  0.9237501 ],2
51,@YarnThing you will not regret going to see Star Trek. It was AWESOME!,4,[0.07554315 0.16854356 0.7559133 ],2
56,Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell,4,[0.08316998 0.19306937 0.72376066],2
57,Blink by malcolm gladwell amazing book and The tipping point!,4,[0.08247592 0.12462984 0.79289424],2
58,Malcolm Gladwell might be my new man crush,4,[0.10343483 0.18729627 0.70926887],2
60,@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.,4,[0.10869253 0.24407682 0.6472307 ],2
62,Hello Twitter API ;),4,[0.10579489 0.11248069 0.7817244 ],2
66,is scrapbooking with Nic =D,4,[0.10854737 0.10567107 0.78578156],2
67,RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR,4,[0.70290095 0.01017429 0.28692472],4
68,just changed my default pic to a Nike basketball cause bball is awesome!!!!!,4,[0.21129927 0.06616441 0.7225363 ],2
73,Back when I worked for Nike we had one fav word : JUST DO IT! :),4,[0.11979535 0.05774569 0.822459  ],2
74,"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9",4,[0.2930693  0.16716942 0.53976125],2
77,Class... The 50d is supposed to come today :),4,[0.25705063 0.28414732 0.45880204],2
80,SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......,4,[0.13390785 0.12827587 0.7378163 ],2
82,@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,4,[0.20922731 0.04062003 0.7501527 ],2
85,@ work til 6pm... lets go lakers!!!,4,[0.2972143 0.1773719 0.5254138],2
95,omgg i ohhdee want mcdonalds damn i wonder if its open lol =],4,[0.04506621 0.05636033 0.89857346],2
106,"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",4,[0.13677105 0.1926428  0.6705861 ],2
108,"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",4,[0.17924158 0.3924566  0.42830187],2
109,Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!,4,[0.146174   0.25471786 0.59910816],2
110,"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*",4,[0.2250193 0.3803487 0.394632 ],2
111,The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,4,[0.21166463 0.36159527 0.42674002],2
