,text,target,out_text,new_out
100,Cheney and Bush are the real culprits - http://fwix.com/article/939496,0,[0.8768455  0.12315456],0
101,Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ,0,[0.9960622  0.00393774],0
102,"Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg",0,[0.99808455 0.0019155 ],0
103,"""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)",0,[0.98965186 0.01034814],0
104,is Twitter's connections API broken? Some tweets didn't make it to Twitter...,0,[9.9976951e-01 2.3050672e-04],0
105,"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :(",0,[9.9932015e-01 6.7984289e-04],0
123,VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!,0,[9.9978346e-01 2.1654405e-04],0
136,Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL,0,[0.88710684 0.11289318],0
138,It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable,0,[9.9972135e-01 2.7857436e-04],0
139,Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.,0,[9.991880e-01 8.119704e-04],0
140,@jdreiss oh yes but if GM dies it will only be worth more boo hahaha,0,[0.9982351  0.00176491],0
141,Time Warner cable is down again 3rd time since Memorial Day bummer!,0,[0.9904221  0.00957791],0
142,"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",0,[9.9967754e-01 3.2250723e-04],0
0,"@stellargirl I loooooooovvvvvveee my Kindle2. Not that the DX is cool, but the 2 is fantastic in its own right.",4,[3.4464317e-04 9.9965537e-01],4
1,Reading my kindle2...  Love it... Lee childs is good read.,4,[1.2780925e-04 9.9987221e-01],4
2,"Ok, first assesment of the #kindle2 ...it fucking rocks!!!",4,[0.19590156 0.8040984 ],4
3,@kenburbary You'll love your Kindle2. I've had mine for a few months and never looked back. The new big one is huge! No need for remorse! :),4,[2.8685408e-04 9.9971312e-01],4
4,@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :),4,[4.1165142e-04 9.9958831e-01],4
5,@richardebaker no. it is too big. I'm quite happy with the Kindle2.,4,[0.01912404 0.98087597],4
7,Jquery is my new best friend.,4,[3.2187812e-04 9.9967813e-01],4
8,Loves twitter,4,[5.9417973e-04 9.9940586e-01],4
9,how can you not love Obama? he makes jokes about himself.,4,[0.03673489 0.9632651 ],4
12,"House Correspondents dinner was last night whoopi, barbara &amp; sherri went, Obama got a standing ovation",4,[9.8693219e-04 9.9901307e-01],4
13,Watchin Espn..Jus seen this new Nike Commerical with a Puppet Lebron..sh*t was hilarious...LMAO!!!,4,[0.01057049 0.98942953],4
15,"#lebron best athlete of our generation, if not all time (basketball related) I don't want to get into inter-sport debates about   __1/2",4,[0.01226491 0.9877351 ],4
17,i love lebron. http://bit.ly/PdHur,4,[5.062920e-04 9.994937e-01],4
19,@Pmillzz lebron IS THE BOSS,4,[0.06330841 0.9366916 ],4
20,"@sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol",4,[0.02046897 0.97953105],4
21,lebron and zydrunas are such an awesome duo,4,[1.2387747e-04 9.9987614e-01],4
22,@wordwhizkid Lebron is a beast... nobody in the NBA comes even close.,4,[0.99812144 0.00187852],0
23,downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.,4,[0.915356   0.08464395],0
24,"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",4,[0.01034814 0.98965186],4
25,http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson),4,[0.01670509 0.9832949 ],4
26,In montreal for a long weekend of R&amp;R. Much needed.,4,[0.883588   0.11641198],0
27,Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv,4,[0.9957188  0.00428125],0
28,[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP,4,[0.349616 0.650384],4
29,"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.",4,[0.99813604 0.00186393],0
32,"@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT.",4,[5.9417973e-04 9.9940586e-01],4
38,RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR,4,[0.9944126  0.00558739],0
39,"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",4,[0.0072468 0.9927532],4
40,"I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)",4,[1.3927702e-04 9.9986064e-01],4
41,is going to sleep then on a bike ride:],4,[0.9982351  0.00176491],0
51,@YarnThing you will not regret going to see Star Trek. It was AWESOME!,4,[2.5118678e-04 9.9974877e-01],4
56,Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell,4,[4.538610e-04 9.995461e-01],4
57,Blink by malcolm gladwell amazing book and The tipping point!,4,[1.7064043e-04 9.9982929e-01],4
58,Malcolm Gladwell might be my new man crush,4,[0.9909972  0.00900284],0
60,@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.,4,[0.00364999 0.99635005],4
62,Hello Twitter API ;),4,[0.01312127 0.9868787 ],4
66,is scrapbooking with Nic =D,4,[0.9973008  0.00269917],0
67,RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR,4,[0.15584777 0.8441522 ],4
68,just changed my default pic to a Nike basketball cause bball is awesome!!!!!,4,[6.2389387e-04 9.9937612e-01],4
73,Back when I worked for Nike we had one fav word : JUST DO IT! :),4,[0.98521465 0.01478541],0
74,"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9",4,[0.01689868 0.9831013 ],4
77,Class... The 50d is supposed to come today :),4,[0.27308947 0.72691053],4
80,SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......,4,[0.14187486 0.8581252 ],4
82,@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,4,[2.1485925e-04 9.9978513e-01],4
85,@ work til 6pm... lets go lakers!!!,4,[0.03419705 0.96580297],4
95,omgg i ohhdee want mcdonalds damn i wonder if its open lol =],4,[0.9957353  0.00426463],0
106,"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",4,[0.00166139 0.9983386 ],4
108,"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",4,[0.00535365 0.9946464 ],4
109,Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!,4,[6.838353e-04 9.993162e-01],4
110,"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*",4,[2.173914e-04 9.997826e-01],4
111,The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,4,[0.00148372 0.99851626],4
