,text,target,out_text,new_out
138,It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable,0,[0.37944457 0.20929354 0.13020739 0.14559413 0.13546039],0
139,Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.,0,[0.3691967  0.22673474 0.1475031  0.14743109 0.10913434],0
140,@jdreiss oh yes but if GM dies it will only be worth more boo hahaha,0,[0.2791628  0.25244898 0.16381112 0.18421715 0.12035991],0
141,Time Warner cable is down again 3rd time since Memorial Day bummer!,0,[0.5556894  0.14967136 0.07235867 0.06153006 0.16075043],0
142,"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",0,[0.38633925 0.12730789 0.09096064 0.0980163  0.29737592],0
10,Check this video out -- President Obama at the White House Correspondents' Dinner http://bit.ly/IMXUM,2,[0.30035782 0.10224152 0.11171611 0.11551589 0.37016872],4
30,need suggestions for a good IR filter for my canon 40D ... got some? pls DM,2,[0.32773194 0.13453376 0.14511096 0.11482026 0.27780315],0
31,@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv,2,[0.65340126 0.11297726 0.05974596 0.0514791  0.12239636],0
45,is in San Francisco at Bay to Breakers.,2,[0.77927184 0.11242933 0.0275251  0.018798   0.06197578],0
46,just landed at San Francisco,2,[0.62313044 0.11757036 0.05085083 0.03684172 0.17160667],0
47,San Francisco today.  Any suggestions?,2,[0.36696756 0.08357808 0.10713314 0.05755462 0.38476655],4
52,On my way to see Star Trek @ The Esquire.,2,[0.04499293 0.048412   0.13328691 0.34892094 0.42438716],4
53,Going to see star trek soon with my dad.,2,[0.06116566 0.07260057 0.169103   0.41110942 0.28602135],4
55,Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50,2,[0.04293106 0.04578922 0.17018992 0.38961616 0.35147363],4
61,playing with cURL and the Twitter API,2,[0.02217543 0.02641124 0.14643155 0.37580222 0.4291796 ],4
63,playing with Java and the Twitter API,2,[0.02456261 0.02536707 0.14040223 0.37386006 0.43580803],4
69,"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding",2,[0.03009318 0.04877456 0.21181527 0.34591502 0.36340195],4
70,"'Next time, I'll call myself Nike'",2,[0.04674648 0.06935722 0.284823   0.38797852 0.21109481],4
71,New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT,2,[0.06647895 0.06079636 0.24519679 0.36344057 0.26408732],4
75,"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.",2,[0.02754813 0.04333929 0.18816538 0.45514774 0.28579938],4
76,"Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t",2,[0.03006485 0.04785619 0.18434948 0.5160121  0.2217174 ],4
83,"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9",2,[0.0890023  0.08694056 0.30271244 0.3140036  0.20734112],4
84,New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo,2,[0.06843199 0.07482827 0.2533881  0.39669374 0.20665795],4
107,jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631,2,[0.01788127 0.03697775 0.22729175 0.50896883 0.20888038],4
117,At GWT fireside chat @googleio,2,[0.07255723 0.10187342 0.3042864  0.32917273 0.19211026],4
120,"Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8",2,[0.07052127 0.0990632  0.27613905 0.3294479  0.22482856],4
122,"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz",2,[0.02275812 0.04717792 0.25969097 0.46114433 0.2092287 ],4
126,going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin,2,[0.11303384 0.11464579 0.22307248 0.27288073 0.27636713],4
128,Just saw the new Night at the Museum movie...it was...okay...lol 7\10,2,[0.11875767 0.12243773 0.22986344 0.29371285 0.23522833],4
129,Going to see night at the museum 2 with tall boy,2,[0.05639872 0.05756728 0.25245315 0.33371204 0.29986873],4
134,I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.,2,[0.05519712 0.07603724 0.2722209  0.3059168  0.29062787],4
135,Taking Katie to see Night at the Museum.  (she picked it),2,[0.04448353 0.05683977 0.3611731  0.30742297 0.23008057],2
137,GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv,2,[0.05025443 0.06202565 0.29060984 0.26667857 0.33043155],4
153,Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk),2,[0.07324047 0.06992067 0.24764836 0.27966484 0.3295257 ],4
155,"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3",2,[0.03152791 0.04321998 0.27143028 0.3837137  0.27010816],4
156,"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",2,[0.27882057 0.26231167 0.22059214 0.14717944 0.09109621],0
157,myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba,2,[0.23963012 0.29360095 0.2617085  0.13082649 0.07423394],0
158,"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv",2,[0.23673981 0.2748242  0.28216693 0.13326995 0.07299917],2
159,http://xi.gs/04FO GM CEO: China will continue to be key partner,2,[0.27781102 0.24016142 0.22577606 0.15304771 0.10320391],0
160,RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu,2,[0.27140078 0.2297171  0.21633995 0.16598499 0.11655716],0
163,Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?,2,[0.312521   0.25625816 0.219886   0.13239436 0.07894056],0
166,@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml,2,[0.3125225  0.19826378 0.2107675  0.16777204 0.11067418],0
171,NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx,2,[0.2073085  0.17782974 0.3163007  0.18744773 0.11111334],2
172,just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR,2,[0.32713878 0.20094863 0.18084523 0.13198255 0.15908477],0
173,Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.,2,[0.39295834 0.24705039 0.17524911 0.08220783 0.10253434],0
174,Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,2,[0.30886796 0.22001164 0.17661177 0.1242164  0.17029223],0
175,waiting in line at safeway.,2,[0.23319486 0.20337135 0.28554198 0.15865667 0.1192352 ],2
177,Did not realize there is a gym above Safeway!,2,[0.23168816 0.18808542 0.31421572 0.12049204 0.14551866],2
178,"@XPhile1908 I have three words for you: ""Safeway dot com""",2,[0.17648877 0.20184581 0.36327153 0.13557905 0.12281485],2
180,Bout to hit safeway I gotta eat,2,[0.18548378 0.18675895 0.30526096 0.150049   0.17244728],2
181,Jake's going to safeway!,2,[0.17781058 0.27932584 0.2784407  0.15026252 0.1141603 ],0
182,Found a safeway. Picking up a few staples.,2,[0.00590511 0.02597833 0.24527502 0.55219626 0.17064531],4
183,Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,2,[0.00879712 0.02693872 0.21861552 0.5670455  0.17860311],4
186,Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,2,[0.00248433 0.01333865 0.23254038 0.6321103  0.11952631],4
187,Is Eating and Watching Movies....,2,[0.00884285 0.04019607 0.2885766  0.47624728 0.18613721],4
0,"@stellargirl I loooooooovvvvvveee my Kindle2. Not that the DX is cool, but the 2 is fantastic in its own right.",4,[0.01345246 0.04629352 0.31160623 0.42716482 0.20148303],4
1,Reading my kindle2...  Love it... Lee childs is good read.,4,[0.00473161 0.02124707 0.2806964  0.5587768  0.13454813],4
2,"Ok, first assesment of the #kindle2 ...it fucking rocks!!!",4,[0.00337375 0.01375357 0.25673807 0.61108977 0.11504485],4
3,@kenburbary You'll love your Kindle2. I've had mine for a few months and never looked back. The new big one is huge! No need for remorse! :),4,[0.00274964 0.01123121 0.2236109  0.6382535  0.12415472],4
4,@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :),4,[0.00864187 0.02395436 0.19968791 0.49544042 0.27227545],4
5,@richardebaker no. it is too big. I'm quite happy with the Kindle2.,4,[0.01603705 0.03088206 0.1375448  0.48449397 0.3310421 ],4
7,Jquery is my new best friend.,4,[0.03759381 0.06231552 0.2972907  0.35807613 0.24472384],4
8,Loves twitter,4,[0.02514678 0.04186691 0.18526743 0.41873154 0.32898727],4
9,how can you not love Obama? he makes jokes about himself.,4,[0.00548776 0.02305925 0.3847216  0.49062693 0.09610439],4
12,"House Correspondents dinner was last night whoopi, barbara &amp; sherri went, Obama got a standing ovation",4,[0.0080753  0.03253658 0.4557815  0.40696707 0.09663955],2
13,Watchin Espn..Jus seen this new Nike Commerical with a Puppet Lebron..sh*t was hilarious...LMAO!!!,4,[0.00651946 0.02264432 0.30386654 0.52145743 0.14551227],4
15,"#lebron best athlete of our generation, if not all time (basketball related) I don't want to get into inter-sport debates about   __1/2",4,[0.00673643 0.02234826 0.28700024 0.5207063  0.16320872],4
17,i love lebron. http://bit.ly/PdHur,4,[0.01716036 0.01955951 0.06762245 0.2617033  0.6339544 ],4
19,@Pmillzz lebron IS THE BOSS,4,[0.01516113 0.01841325 0.06256557 0.21425612 0.6896039 ],4
20,"@sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol",4,[0.00421703 0.00526872 0.03668842 0.18700275 0.76682305],4
21,lebron and zydrunas are such an awesome duo,4,[0.05073919 0.07665358 0.28286234 0.30674446 0.2830005 ],4
22,@wordwhizkid Lebron is a beast... nobody in the NBA comes even close.,4,[0.03851338 0.0419695  0.14655055 0.32042813 0.4525385 ],4
23,downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.,4,[0.0301972  0.03300359 0.10136084 0.29387072 0.5415677 ],4
24,"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",4,[0.05084526 0.05307763 0.17809673 0.27486685 0.44311348],4
25,http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson),4,[0.09645298 0.0803145  0.21537924 0.24720496 0.36064833],4
26,In montreal for a long weekend of R&amp;R. Much needed.,4,[0.00623632 0.01088113 0.07264318 0.41191602 0.49832335],4
27,Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv,4,[0.01133213 0.01842982 0.11216828 0.43531913 0.42275065],4
28,[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP,4,[0.01161514 0.01854282 0.12177349 0.40231326 0.44575527],4
29,"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.",4,[0.00559666 0.01056887 0.10195323 0.49598488 0.38589635],4
32,"@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT.",4,[0.00465993 0.00945016 0.10683911 0.50994986 0.36910096],4
38,RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR,4,[0.00671211 0.01562138 0.12034815 0.4305429  0.4267754 ],4
39,"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",4,[0.01597746 0.02736501 0.11926062 0.38747677 0.4499201 ],4
40,"I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)",4,[0.01827513 0.02390519 0.17767483 0.43632725 0.3438176 ],4
41,is going to sleep then on a bike ride:],4,[0.30672783 0.20483674 0.18278703 0.1513971  0.15425126],0
51,@YarnThing you will not regret going to see Star Trek. It was AWESOME!,4,[0.2731058  0.18010472 0.19936384 0.17502223 0.17240342],0
56,Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell,4,[0.32562858 0.22489648 0.18671618 0.12661834 0.13614045],0
57,Blink by malcolm gladwell amazing book and The tipping point!,4,[0.37360856 0.19809528 0.18440297 0.1222741  0.12161912],0
58,Malcolm Gladwell might be my new man crush,4,[0.29598278 0.24222374 0.18296008 0.14232647 0.13650694],0
60,@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.,4,[0.35577145 0.18988523 0.18018618 0.128789   0.14536808],0
62,Hello Twitter API ;),4,[0.24010052 0.17150833 0.19484325 0.21850729 0.17504054],0
66,is scrapbooking with Nic =D,4,[0.19821545 0.11661024 0.18923089 0.26757595 0.2283675 ],4
67,RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR,4,[0.05505726 0.03845493 0.05736241 0.15811227 0.69101316],4
68,just changed my default pic to a Nike basketball cause bball is awesome!!!!!,4,[0.11869171 0.07845043 0.10652452 0.17899486 0.5173385 ],4
73,Back when I worked for Nike we had one fav word : JUST DO IT! :),4,[0.13049704 0.07845785 0.12080795 0.25450468 0.41573247],4
74,"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9",4,[0.18659346 0.08475614 0.15187079 0.12920612 0.44757345],4
77,Class... The 50d is supposed to come today :),4,[0.19409002 0.10511593 0.17422958 0.14654596 0.38001853],4
80,SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......,4,[0.11800401 0.05748248 0.12387867 0.17512394 0.5255109 ],4
82,@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,4,[0.06466486 0.03213672 0.05395043 0.13754879 0.71169925],4
85,@ work til 6pm... lets go lakers!!!,4,[0.01572211 0.00647127 0.01321351 0.02274745 0.9418457 ],4
95,omgg i ohhdee want mcdonalds damn i wonder if its open lol =],4,[0.34869552 0.256485   0.23064254 0.09830607 0.06587079],0
106,"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",4,[0.4807703  0.25910297 0.14007127 0.05775725 0.0622982 ],0
108,"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",4,[0.4155449  0.26777244 0.20356138 0.06113514 0.05198615],0
109,Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!,4,[0.34933278 0.25871626 0.23764336 0.08776628 0.06654124],0
110,"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*",4,[0.409311   0.2600469  0.21110716 0.06688347 0.05265146],0
111,The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,4,[0.28056136 0.28428465 0.24971928 0.1046591  0.08077562],0
