,text,target,out_text,new_out
149,I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.,0,[0.94246185 0.04853023 0.00900793],0
150,Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :),0,[0.78411597 0.12669758 0.08918642],0
151,Time Warner's HD line up is crap.,0,[0.81852525 0.12112945 0.06034525],0
152,is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!,0,[0.7941258  0.13729267 0.06858152],0
154,Time Warner Cable slogan: Where calling it a day at 2pm Happens.,0,[0.8053482  0.13357244 0.06107931],0
161,Recovering from surgery..wishing @julesrenner was here :(,0,[0.80128366 0.12264106 0.07607523],0
164,"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",0,[0.81929755 0.10684059 0.07386192],0
165,@kirstiealley my dentist is great but she's expensive...=(,0,[0.8058467  0.12297864 0.07117458],0
168,my dentist was wrong... WRONG,0,[0.91301376 0.07913326 0.00785297],0
169,Going to the dentist later.:|,0,[0.64581674 0.24641442 0.10776883],0
170,Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?,0,[0.655981   0.23179391 0.11222512],0
176,luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?,0,[0.65663576 0.24256745 0.10079674],0
184,The safeway bathroom still smells like ass!,0,[0.6553552  0.24939847 0.09524632],0
185,"At safeway on elkhorn, they move like they're dead!",0,[0.6961805  0.21874228 0.08507713],0
192,Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic,0,[0.6690357  0.24303444 0.08792995],0
210,Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.,0,[0.65523624 0.24760911 0.09715468],0
211,Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!,0,[0.95469064 0.03873709 0.00657235],0
212,@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),0,[0.82277054 0.11680768 0.06042175],0
213,OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.,0,[0.8475105  0.1065976  0.04589185],0
0,"@stellargirl I loooooooovvvvvveee my Kindle2. Not that the DX is cool, but the 2 is fantastic in its own right.",4,[0.81284803 0.12447181 0.06268011],0
1,Reading my kindle2...  Love it... Lee childs is good read.,4,[0.8228676  0.11682146 0.06031097],0
2,"Ok, first assesment of the #kindle2 ...it fucking rocks!!!",4,[0.813414   0.11661261 0.0699734 ],0
3,@kenburbary You'll love your Kindle2. I've had mine for a few months and never looked back. The new big one is huge! No need for remorse! :),4,[0.8220819  0.11212929 0.06578878],0
4,@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :),4,[0.8653232  0.0869429  0.04773391],0
5,@richardebaker no. it is too big. I'm quite happy with the Kindle2.,4,[0.01380285 0.11369999 0.87249714],4
7,Jquery is my new best friend.,4,[0.01959014 0.16750655 0.81290334],4
8,Loves twitter,4,[0.02260458 0.18752947 0.789866  ],4
9,how can you not love Obama? he makes jokes about himself.,4,[0.02394444 0.21051659 0.76553893],4
12,"House Correspondents dinner was last night whoopi, barbara &amp; sherri went, Obama got a standing ovation",4,[0.03658838 0.23209408 0.7313176 ],4
13,Watchin Espn..Jus seen this new Nike Commerical with a Puppet Lebron..sh*t was hilarious...LMAO!!!,4,[0.02270031 0.15409985 0.8231998 ],4
15,"#lebron best athlete of our generation, if not all time (basketball related) I don't want to get into inter-sport debates about   __1/2",4,[0.02869564 0.15051968 0.8207847 ],4
17,i love lebron. http://bit.ly/PdHur,4,[0.02321377 0.15847278 0.8183134 ],4
19,@Pmillzz lebron IS THE BOSS,4,[0.01495347 0.15006913 0.8349774 ],4
20,"@sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol",4,[0.0964011  0.34749287 0.55610603],4
21,lebron and zydrunas are such an awesome duo,4,[0.12789704 0.35904655 0.51305634],4
22,@wordwhizkid Lebron is a beast... nobody in the NBA comes even close.,4,[0.23480542 0.32641318 0.4387814 ],4
23,downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.,4,[0.11563697 0.28406367 0.6002993 ],4
24,"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",4,[0.06092886 0.24109602 0.69797516],4
25,http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson),4,[0.08721794 0.2993353  0.61344683],4
26,In montreal for a long weekend of R&amp;R. Much needed.,4,[0.05253185 0.22863406 0.71883404],4
27,Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv,4,[0.00483643 0.02169655 0.97346705],4
28,[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP,4,[0.01374943 0.04282952 0.9434211 ],4
29,"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.",4,[0.01573064 0.05742802 0.9268413 ],4
32,"@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT.",4,[0.0110308  0.03962659 0.9493426 ],4
38,RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR,4,[0.00857363 0.02906092 0.9623655 ],4
39,"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",4,[0.0211044  0.07004854 0.90884703],4
40,"I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)",4,[0.02142377 0.07470333 0.90387285],4
41,is going to sleep then on a bike ride:],4,[0.02012616 0.07333144 0.9065424 ],4
51,@YarnThing you will not regret going to see Star Trek. It was AWESOME!,4,[0.00278903 0.00811776 0.9890932 ],4
56,Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell,4,[0.02034618 0.05601327 0.92364055],4
57,Blink by malcolm gladwell amazing book and The tipping point!,4,[0.01682454 0.04920921 0.9339662 ],4
58,Malcolm Gladwell might be my new man crush,4,[0.01252908 0.03402432 0.95344657],4
60,@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.,4,[0.01974205 0.05919847 0.9210595 ],4
62,Hello Twitter API ;),4,[0.0121924  0.03426129 0.9535463 ],4
66,is scrapbooking with Nic =D,4,[0.01661485 0.04470311 0.938682  ],4
67,RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR,4,[0.01908842 0.05848152 0.9224301 ],4
68,just changed my default pic to a Nike basketball cause bball is awesome!!!!!,4,[0.00300385 0.01944462 0.9775515 ],4
73,Back when I worked for Nike we had one fav word : JUST DO IT! :),4,[0.01465128 0.06911673 0.916232  ],4
74,"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9",4,[0.01206867 0.06772573 0.9202056 ],4
77,Class... The 50d is supposed to come today :),4,[0.01259121 0.06594103 0.9214678 ],4
80,SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......,4,[0.01068907 0.06937891 0.919932  ],4
82,@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,4,[0.0092497  0.05459718 0.9361531 ],4
85,@ work til 6pm... lets go lakers!!!,4,[0.01298358 0.07323447 0.91378194],4
95,omgg i ohhdee want mcdonalds damn i wonder if its open lol =],4,[0.01030572 0.05837165 0.9313226 ],4
106,"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",4,[0.00217167 0.01471078 0.9831176 ],4
108,"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",4,[0.01575251 0.0722897  0.9119578 ],4
109,Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!,4,[0.01987755 0.07510871 0.9050138 ],4
110,"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*",4,[0.01967985 0.07904176 0.9012784 ],4
111,The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,4,[0.01260997 0.05093163 0.9364584 ],4
112,top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy http://bit.ly/nR1n9,4,[0.01535685 0.06288009 0.92176306],4
113,zomg!!! I have a G2!!!!!!!,4,[0.01534577 0.06535371 0.9193005 ],4
114,Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl,4,[0.01391598 0.06781463 0.91826946],4
115,just got a free G2 android at google i/o!!!,4,[0.00247554 0.0864176  0.9111068 ],4
116,Guess I'll be retiring my G1 and start using my developer G2 woot #googleio,4,[0.01663789 0.21916115 0.764201  ],4
118,I am happy for Philip being at GoogleIO today,4,[0.01704498 0.2091768  0.77377826],4
119,Lakers played great!  Cannot wait for Thursday night Lakers vs. ???,4,[0.01416372 0.21327828 0.77255803],4
121,Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK,4,[0.01394841 0.21702099 0.7690307 ],4
124,watching Night at The Museum . Lmao,4,[0.00625907 0.13797182 0.8557691 ],4
125,i loved night at the museum!!!,4,[0.015964   0.18498728 0.79904866],4
127,just got back from the movies.  went to see the new night at the museum with rachel.  it was good,4,[0.00732891 0.13557862 0.85709244],4
130,@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good,4,[0.00231264 0.01801358 0.9796738 ],4
131,no watching The Night At The Museum. Getting Really Good,4,[0.0096054  0.05730901 0.93308556],4
132,"Night at the Museum, Wolverine and junk food - perfect monday!",4,[0.00975773 0.04605414 0.9441881 ],4
133,saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!,4,[0.01186404 0.06838962 0.91974634],4
162,"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!",4,[0.00826986 0.04700086 0.9447292 ],4
167,is studing math ;) tomorrow exam and dentist :),4,[0.00800499 0.0521736  0.9398214 ],4
179,Safeway is very rock n roll tonight,4,[0.01020715 0.06557509 0.92421776],4
191,i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.,4,[0.00929785 0.05882161 0.93188053],4
194,is lovin his Nike  already and that's only from running on the spot in his bedroom,4,[0.00701933 0.06279218 0.9301885 ],4
196,@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.,4,[0.02095702 0.12206564 0.8569773 ],4
202,"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.",4,[0.02167574 0.12757644 0.85074776],4
203,"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet",4,[0.02854096 0.17323063 0.79822844],4
205,"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune",4,[0.01973634 0.11778954 0.86247414],4
206,"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*",4,[0.00863731 0.06080984 0.93055284],4
